A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,class
1.0,32.16999816894531,1.4600000381469729,0.0,0.0,9.0,0.0,1.0850000381469729,0.0,0.0,16.0,1.0,0.0,120.0,2079.0,0
1.0,56.5,16.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,247.0,0
0.0,23.57999992370605,1.7899999618530271,0.0,0.0,0.0,0.0,0.5400000214576721,1.0,1.0,0.0,0.0,0.0,136.0,1.0,1
0.0,29.170000076293945,3.5,0.0,0.0,9.0,0.0,3.5,0.0,0.0,3.0,0.0,0.0,329.0,0.0,1
0.0,59.5,2.75,0.0,0.0,9.0,0.0,1.75,0.0,0.0,5.0,0.0,0.0,60.0,58.0,0
0.0,42.83000183105469,4.625,0.0,0.0,8.0,0.0,4.579999923706055,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0
1.0,30.670000076293945,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,220.0,19.0,0
0.0,42.0,0.2049999982118606,0.0,0.0,3.0,1.0,5.125,0.0,1.0,0.0,1.0,0.0,400.0,0.0,0
0.0,39.41999816894531,1.7100000381469729,1.0,1.0,6.0,0.0,0.1650000065565109,1.0,1.0,0.0,1.0,2.0,400.0,0.0,1
1.0,19.57999992370605,0.6650000214576721,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2000.0,2.0,1
0.0,23.920000076293945,1.5,0.0,0.0,1.0,1.0,1.875,0.0,0.0,6.0,1.0,0.0,200.0,327.0,0
1.0,30.5,6.5,0.0,0.0,0.0,2.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,3065.0,0
0.0,19.170000076293945,4.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,360.0,1000.0,1
1.0,35.41999816894531,12.0,0.0,0.0,8.0,1.0,14.0,0.0,0.0,8.0,1.0,0.0,0.0,6590.0,0
0.0,26.670000076293945,4.25,0.0,0.0,2.0,0.0,4.289999961853027,0.0,0.0,1.0,0.0,0.0,120.0,0.0,0
0.0,29.5,0.5799999833106995,0.0,0.0,9.0,0.0,0.2899999916553497,1.0,0.0,1.0,1.0,0.0,340.0,2803.0,1
0.0,33.16999816894531,3.164999961853028,1.0,1.0,10.0,0.0,3.164999961853028,0.0,0.0,3.0,0.0,0.0,380.0,0.0,0
0.0,28.0,2.0,0.0,0.0,5.0,1.0,4.164999961853027,0.0,0.0,2.0,0.0,0.0,181.0,0.0,0
0.0,32.25,14.0,1.0,1.0,13.0,7.0,0.0,1.0,0.0,2.0,1.0,0.0,160.0,1.0,1
0.0,26.0,1.0,0.0,0.0,8.0,0.0,1.75,0.0,1.0,0.0,0.0,0.0,280.0,0.0,0
0.0,21.420000076293945,0.75,1.0,1.0,7.0,4.0,0.75,1.0,1.0,0.0,0.0,0.0,132.0,2.0,1
1.0,22.5,8.5,0.0,0.0,8.0,0.0,1.75,0.0,0.0,10.0,1.0,0.0,80.0,990.0,1
1.0,23.5,9.0,0.0,0.0,8.0,0.0,8.5,0.0,0.0,5.0,0.0,0.0,120.0,0.0,0
1.0,25.0,11.0,1.0,1.0,12.0,0.0,4.5,0.0,1.0,0.0,1.0,0.0,120.0,0.0,1
0.0,22.57999992370605,1.5,1.0,1.0,12.0,0.0,0.5400000214576721,1.0,1.0,0.0,0.0,0.0,120.0,67.0,1
0.0,48.75,26.334999084472656,1.0,1.0,13.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,34.75,2.5,0.0,0.0,2.0,2.0,0.5,1.0,1.0,0.0,1.0,0.0,348.0,0.0,1
0.0,22.82999992370605,3.0,0.0,0.0,6.0,0.0,1.2899999618530271,0.0,0.0,1.0,1.0,0.0,260.0,800.0,0
1.0,36.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,456.0,0
0.0,22.920000076293945,3.164999961853028,1.0,1.0,0.0,0.0,0.1650000065565109,1.0,1.0,0.0,1.0,0.0,160.0,1058.0,1
1.0,17.329999923706055,9.5,0.0,0.0,12.0,0.0,1.75,1.0,0.0,10.0,0.0,0.0,0.0,10.0,1
0.0,38.16999816894531,10.125,0.0,0.0,10.0,0.0,2.5,0.0,0.0,6.0,1.0,0.0,520.0,196.0,0
0.0,37.58000183105469,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
0.0,22.75,11.5,0.0,0.0,3.0,0.0,0.4149999916553497,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
1.0,17.579999923706055,9.0,0.0,0.0,12.0,0.0,1.375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.0,48.08000183105469,6.039999961853027,0.0,0.0,5.0,0.0,0.0399999991059303,1.0,1.0,0.0,1.0,0.0,0.0,2690.0,0
0.0,29.57999992370605,4.5,0.0,0.0,9.0,0.0,7.5,0.0,0.0,2.0,0.0,0.0,330.0,0.0,0
1.0,24.75,12.5,0.0,0.0,12.0,0.0,1.5,0.0,0.0,12.0,0.0,0.0,120.0,567.0,0
1.0,0.0,3.5,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,300.0,0.0,1
1.0,31.920000076293945,3.125,0.0,0.0,13.0,7.0,3.039999961853028,1.0,0.0,2.0,0.0,0.0,200.0,4.0,1
0.0,39.16999816894531,2.5,1.0,1.0,3.0,1.0,10.0,1.0,1.0,0.0,0.0,2.0,200.0,0.0,1
0.0,36.66999816894531,2.0,0.0,0.0,3.0,0.0,0.25,1.0,1.0,0.0,0.0,0.0,221.0,0.0,1
1.0,25.25,13.5,1.0,1.0,13.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,200.0,1.0,1
0.0,28.170000076293945,0.125,1.0,1.0,5.0,0.0,0.0850000008940696,1.0,1.0,0.0,1.0,0.0,216.0,2100.0,1
0.0,25.920000076293945,0.875,0.0,0.0,5.0,0.0,0.375,1.0,0.0,2.0,0.0,0.0,174.0,3.0,1
1.0,28.07999992370605,15.0,1.0,1.0,11.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,13212.0,0
0.0,31.25,1.125,0.0,0.0,13.0,7.0,0.0,1.0,0.0,1.0,1.0,0.0,96.0,19.0,1
1.0,20.82999992370605,3.0,0.0,0.0,12.0,0.0,0.0399999991059303,0.0,1.0,0.0,1.0,0.0,100.0,0.0,0
0.0,23.57999992370605,0.4600000083446502,1.0,1.0,9.0,0.0,2.625,0.0,0.0,6.0,0.0,0.0,208.0,347.0,1
1.0,50.25,0.8349999785423279,0.0,0.0,12.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,240.0,117.0,1
1.0,33.08000183105469,4.625,0.0,0.0,8.0,1.0,1.625,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0
1.0,38.25,6.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,41.58000183105469,1.0399999618530271,0.0,0.0,12.0,0.0,0.6650000214576721,1.0,1.0,0.0,1.0,0.0,240.0,237.0,1
1.0,24.82999992370605,4.5,0.0,0.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,360.0,6.0,1
1.0,23.57999992370605,0.5849999785423279,1.0,1.0,13.0,7.0,0.125,1.0,1.0,0.0,1.0,0.0,120.0,87.0,1
1.0,40.83000183105469,10.0,0.0,0.0,8.0,1.0,1.75,0.0,1.0,0.0,1.0,0.0,29.0,837.0,0
0.0,39.83000183105469,0.5,0.0,0.0,6.0,0.0,0.25,0.0,1.0,0.0,1.0,2.0,288.0,0.0,1
0.0,39.58000183105469,5.0,0.0,0.0,13.0,7.0,0.0,1.0,0.0,2.0,1.0,0.0,17.0,1.0,1
1.0,15.829999923706056,0.5849999785423279,0.0,0.0,0.0,1.0,1.5,0.0,0.0,2.0,1.0,0.0,100.0,0.0,0
0.0,34.25,3.0,0.0,0.0,2.0,1.0,7.414999961853027,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.0,27.25,1.5850000381469729,0.0,0.0,2.0,1.0,1.8350000381469729,0.0,0.0,12.0,0.0,0.0,583.0,713.0,0
1.0,27.25,0.2899999916553497,0.0,0.0,6.0,1.0,0.125,1.0,0.0,1.0,0.0,0.0,272.0,108.0,1
0.0,0.0,3.0,1.0,1.0,3.0,2.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1
0.0,23.25,1.5,0.0,0.0,8.0,0.0,2.375,0.0,0.0,3.0,0.0,0.0,0.0,582.0,0
1.0,22.920000076293945,1.25,0.0,0.0,8.0,0.0,0.25,1.0,1.0,0.0,0.0,0.0,120.0,809.0,1
0.0,34.58000183105469,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1
0.0,20.0,11.045000076293944,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,136.0,0.0,1
1.0,31.75,3.0,1.0,1.0,4.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,160.0,20.0,1
1.0,17.829999923706055,11.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,3000.0,0
0.0,29.75,0.6650000214576721,0.0,0.0,9.0,0.0,0.25,1.0,1.0,0.0,0.0,0.0,300.0,0.0,1
1.0,17.670000076293945,0.0,1.0,1.0,4.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,86.0,0.0,1
0.0,31.420000076293945,15.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,120.0,0.0,1
0.0,17.25,3.0,0.0,0.0,5.0,0.0,0.0399999991059303,1.0,1.0,0.0,0.0,0.0,160.0,40.0,1
0.0,28.25,5.125,0.0,0.0,10.0,0.0,4.75,0.0,0.0,2.0,1.0,0.0,420.0,7.0,0
1.0,44.16999816894531,6.664999961853027,0.0,0.0,8.0,0.0,7.375,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0
0.0,57.41999816894531,8.5,0.0,0.0,11.0,1.0,7.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0
1.0,58.66999816894531,4.460000038146973,0.0,0.0,8.0,1.0,3.039999961853028,0.0,0.0,6.0,1.0,0.0,43.0,560.0,0
1.0,27.420000076293945,14.5,0.0,0.0,10.0,1.0,3.0850000381469727,0.0,0.0,1.0,1.0,0.0,120.0,11.0,0
0.0,44.83000183105469,7.0,1.0,1.0,0.0,0.0,1.625,1.0,1.0,0.0,1.0,0.0,160.0,2.0,1
0.0,39.16999816894531,1.7100000381469729,0.0,0.0,10.0,0.0,0.125,0.0,0.0,5.0,0.0,0.0,480.0,0.0,0
1.0,17.920000076293945,10.210000038146973,0.0,0.0,13.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,50.0,1
0.0,48.16999816894531,7.625,0.0,0.0,9.0,1.0,15.5,0.0,0.0,12.0,1.0,0.0,0.0,790.0,0
0.0,23.07999992370605,11.5,0.0,0.0,3.0,0.0,3.5,0.0,0.0,9.0,1.0,0.0,56.0,742.0,0
1.0,36.75,5.125,0.0,0.0,11.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,4000.0,0
1.0,20.670000076293945,3.0,0.0,0.0,8.0,0.0,0.1650000065565109,0.0,0.0,3.0,1.0,0.0,100.0,6.0,0
0.0,28.920000076293945,15.0,0.0,0.0,0.0,1.0,5.335000038146973,0.0,0.0,11.0,1.0,0.0,0.0,2283.0,0
0.0,23.75,0.4149999916553497,1.0,1.0,0.0,0.0,0.0399999991059303,1.0,0.0,2.0,1.0,0.0,128.0,6.0,1
0.0,60.08000183105469,14.5,0.0,0.0,13.0,7.0,18.0,0.0,0.0,15.0,0.0,0.0,0.0,1000.0,0
1.0,18.57999992370605,10.0,0.0,0.0,1.0,0.0,0.4149999916553497,1.0,1.0,0.0,1.0,0.0,80.0,42.0,1
0.0,42.0,9.789999961853027,0.0,0.0,10.0,1.0,7.960000038146973,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0
1.0,24.5,1.75,1.0,1.0,0.0,0.0,0.1650000065565109,1.0,1.0,0.0,1.0,0.0,132.0,0.0,1
0.0,29.5,2.0,1.0,1.0,11.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,256.0,17.0,1
0.0,56.58000183105469,18.5,0.0,0.0,1.0,2.0,15.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0
0.0,22.07999992370605,2.3350000381469727,0.0,0.0,5.0,0.0,0.75,1.0,1.0,0.0,1.0,0.0,180.0,0.0,1
1.0,65.16999816894531,14.0,0.0,0.0,13.0,7.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1400.0,0
0.0,32.41999816894531,2.164999961853028,1.0,1.0,5.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,120.0,0.0,1
0.0,52.5,6.5,0.0,0.0,5.0,0.0,6.289999961853027,0.0,0.0,15.0,1.0,0.0,0.0,11202.0,0
0.0,34.08000183105469,0.0799999982118606,1.0,1.0,6.0,2.0,0.0399999991059303,0.0,0.0,1.0,0.0,0.0,280.0,2000.0,0
0.0,31.07999992370605,3.0850000381469727,0.0,0.0,0.0,0.0,2.5,1.0,0.0,2.0,0.0,0.0,160.0,41.0,1
0.0,0.0,0.0399999991059303,1.0,1.0,1.0,0.0,4.25,1.0,1.0,0.0,0.0,0.0,460.0,0.0,1
0.0,22.670000076293945,2.539999961853028,1.0,1.0,0.0,1.0,2.5850000381469727,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0.0,19.670000076293945,10.0,1.0,1.0,5.0,1.0,0.8349999785423279,0.0,1.0,0.0,0.0,0.0,140.0,0.0,1
1.0,28.57999992370605,1.6649999618530271,0.0,0.0,8.0,0.0,2.414999961853028,0.0,1.0,0.0,0.0,0.0,440.0,0.0,1
0.0,32.33000183105469,2.5,0.0,0.0,0.0,0.0,1.25,1.0,1.0,0.0,0.0,0.0,280.0,0.0,1
0.0,38.91999816894531,1.75,0.0,0.0,5.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,300.0,2.0,1
0.0,21.5,11.5,0.0,0.0,3.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,100.0,68.0,1
1.0,24.57999992370605,0.6700000166893005,0.0,0.0,12.0,1.0,1.75,0.0,1.0,0.0,1.0,0.0,400.0,0.0,1
0.0,34.66999816894531,1.0800000429153442,0.0,0.0,6.0,0.0,1.1649999618530271,1.0,1.0,0.0,1.0,2.0,28.0,0.0,1
0.0,25.0,11.25,0.0,0.0,0.0,0.0,2.5,0.0,0.0,17.0,1.0,0.0,200.0,1208.0,0
0.0,31.670000076293945,16.165000915527344,0.0,0.0,1.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,250.0,730.0,0
0.0,17.579999923706055,10.0,0.0,0.0,9.0,1.0,0.1650000065565109,1.0,0.0,1.0,1.0,0.0,120.0,1.0,1
0.0,18.25,0.1650000065565109,0.0,0.0,1.0,0.0,0.25,1.0,1.0,0.0,0.0,2.0,280.0,0.0,1
0.0,32.25,0.1650000065565109,1.0,1.0,0.0,1.0,3.25,0.0,0.0,1.0,0.0,0.0,432.0,8000.0,0
1.0,30.420000076293945,1.375,0.0,0.0,9.0,1.0,0.0399999991059303,1.0,0.0,3.0,1.0,0.0,0.0,33.0,1
0.0,29.670000076293945,1.4149999618530271,0.0,0.0,9.0,1.0,0.75,0.0,0.0,1.0,1.0,0.0,240.0,100.0,0
0.0,18.0,0.1650000065565109,0.0,0.0,8.0,4.0,0.209999993443489,1.0,1.0,0.0,1.0,0.0,200.0,40.0,0
0.0,29.82999992370605,2.039999961853028,1.0,1.0,10.0,1.0,0.0399999991059303,1.0,1.0,0.0,1.0,0.0,128.0,1.0,1
0.0,17.079999923706055,3.289999961853028,0.0,0.0,3.0,0.0,0.3350000083446502,1.0,1.0,0.0,0.0,0.0,140.0,2.0,1
0.0,40.91999816894531,0.5,1.0,1.0,6.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,130.0,0.0,1
0.0,32.08000183105469,4.0,0.0,0.0,6.0,0.0,2.5,0.0,1.0,0.0,0.0,0.0,360.0,0.0,0
1.0,55.75,7.079999923706055,0.0,0.0,5.0,1.0,6.75,0.0,0.0,3.0,0.0,0.0,100.0,50.0,1
0.0,24.07999992370605,9.0,0.0,0.0,12.0,0.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,22.670000076293945,0.75,0.0,0.0,3.0,0.0,1.5850000381469729,1.0,0.0,1.0,0.0,0.0,400.0,9.0,1
1.0,18.82999992370605,4.414999961853027,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,240.0,0.0,0
0.0,39.08000183105469,6.0,0.0,0.0,6.0,0.0,1.2899999618530271,0.0,0.0,5.0,0.0,0.0,108.0,1097.0,0
0.0,50.75,0.5849999785423279,0.0,0.0,13.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,145.0,0.0,1
0.0,21.07999992370605,10.085000038146973,1.0,1.0,11.0,1.0,1.25,1.0,1.0,0.0,1.0,0.0,260.0,0.0,1
0.0,45.16999816894531,1.5,0.0,0.0,0.0,0.0,2.5,0.0,1.0,0.0,0.0,0.0,140.0,0.0,1
0.0,0.0,10.5,0.0,0.0,10.0,0.0,6.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0.0,0.0,4.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,290.0,2279.0,0
1.0,60.58000183105469,16.5,0.0,0.0,8.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,21.0,10561.0,0
0.0,63.33000183105469,0.5400000214576721,0.0,0.0,0.0,0.0,0.5849999785423279,0.0,0.0,3.0,0.0,0.0,180.0,0.0,1
1.0,19.670000076293945,0.209999993443489,0.0,0.0,8.0,1.0,0.2899999916553497,0.0,0.0,11.0,1.0,0.0,80.0,99.0,0
0.0,34.16999816894531,1.5399999618530271,0.0,0.0,2.0,0.0,1.5399999618530271,0.0,0.0,1.0,0.0,0.0,520.0,50000.0,0
0.0,30.170000076293945,0.5,0.0,0.0,0.0,0.0,1.75,0.0,0.0,11.0,1.0,0.0,32.0,540.0,0
0.0,41.16999816894531,1.3350000381469729,0.0,0.0,1.0,0.0,0.1650000065565109,1.0,1.0,0.0,1.0,0.0,168.0,0.0,1
1.0,49.83000183105469,13.585000038146973,0.0,0.0,5.0,1.0,8.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.0,20.670000076293945,5.289999961853027,0.0,0.0,8.0,0.0,0.375,0.0,0.0,1.0,1.0,0.0,160.0,0.0,1
0.0,35.75,2.414999961853028,0.0,0.0,9.0,0.0,0.125,1.0,0.0,2.0,1.0,0.0,220.0,1.0,1
1.0,18.75,7.5,0.0,0.0,8.0,0.0,2.7100000381469727,0.0,0.0,5.0,1.0,0.0,0.0,26726.0,0
0.0,33.66999816894531,2.164999961853028,0.0,0.0,0.0,0.0,1.5,1.0,1.0,0.0,1.0,1.0,120.0,0.0,1
0.0,22.07999992370605,11.460000038146973,0.0,0.0,5.0,0.0,1.5850000381469729,1.0,1.0,0.0,0.0,0.0,100.0,1212.0,1
0.0,21.170000076293945,0.25,1.0,1.0,0.0,1.0,0.25,1.0,1.0,0.0,1.0,0.0,280.0,204.0,1
0.0,43.08000183105469,0.375,1.0,1.0,0.0,0.0,0.375,0.0,0.0,8.0,0.0,0.0,300.0,162.0,0
0.0,26.670000076293945,2.7100000381469727,1.0,1.0,2.0,0.0,5.25,0.0,0.0,1.0,1.0,0.0,211.0,0.0,0
0.0,31.82999992370605,2.5,0.0,0.0,12.0,0.0,7.5,0.0,1.0,0.0,0.0,0.0,523.0,0.0,1
1.0,22.670000076293945,7.0,0.0,0.0,0.0,0.0,0.1650000065565109,1.0,1.0,0.0,1.0,0.0,160.0,0.0,1
0.0,19.0,0.0,1.0,1.0,13.0,7.0,0.0,1.0,0.0,4.0,1.0,0.0,45.0,1.0,1
1.0,33.75,0.75,0.0,0.0,5.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,212.0,0.0,1
1.0,24.5,0.5,0.0,0.0,8.0,1.0,1.5,0.0,1.0,0.0,1.0,0.0,280.0,824.0,0
1.0,45.0,4.585000038146973,0.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,240.0,0.0,1
1.0,28.75,3.75,0.0,0.0,0.0,0.0,1.0850000381469729,0.0,0.0,1.0,0.0,0.0,371.0,0.0,0
0.0,36.75,0.125,1.0,1.0,0.0,0.0,1.5,1.0,1.0,0.0,0.0,0.0,232.0,113.0,0
0.0,39.58000183105469,13.914999961853027,0.0,0.0,9.0,0.0,8.625,0.0,0.0,6.0,0.0,0.0,70.0,0.0,0
1.0,38.33000183105469,4.414999961853027,0.0,0.0,0.0,0.0,0.125,1.0,1.0,0.0,1.0,0.0,160.0,0.0,1
0.0,30.07999992370605,1.0399999618530271,1.0,1.0,3.0,2.0,0.5,0.0,0.0,10.0,0.0,0.0,132.0,28.0,1
0.0,20.670000076293945,0.4149999916553497,0.0,0.0,0.0,0.0,0.125,1.0,1.0,0.0,1.0,0.0,0.0,44.0,1
1.0,22.920000076293945,11.585000038146973,0.0,0.0,2.0,0.0,0.0399999991059303,0.0,1.0,0.0,1.0,0.0,80.0,1349.0,0
0.0,19.170000076293945,9.5,0.0,0.0,9.0,0.0,1.5,0.0,1.0,0.0,1.0,0.0,120.0,2206.0,0
1.0,28.420000076293945,3.5,0.0,0.0,9.0,0.0,0.8349999785423279,0.0,1.0,0.0,1.0,2.0,280.0,0.0,0
0.0,25.670000076293945,0.2899999916553497,1.0,1.0,0.0,0.0,1.5,1.0,1.0,0.0,0.0,0.0,160.0,0.0,1
0.0,17.079999923706055,0.0850000008940696,1.0,1.0,0.0,0.0,0.0399999991059303,1.0,1.0,0.0,1.0,0.0,140.0,722.0,1
0.0,40.58000183105469,1.5,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,300.0,0.0,1
0.0,36.33000183105469,3.7899999618530273,0.0,0.0,9.0,0.0,1.1649999618530271,0.0,1.0,0.0,0.0,0.0,200.0,0.0,1
0.0,24.57999992370605,12.5,0.0,0.0,9.0,0.0,0.875,0.0,1.0,0.0,0.0,0.0,260.0,0.0,1
0.0,48.08000183105469,3.75,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,100.0,2.0,1
0.0,34.91999816894531,5.0,0.0,0.0,10.0,1.0,7.5,0.0,0.0,6.0,0.0,0.0,0.0,1000.0,0
0.0,28.670000076293945,9.335000038146973,0.0,0.0,8.0,1.0,5.664999961853027,0.0,0.0,6.0,1.0,0.0,381.0,168.0,0
0.0,21.32999992370605,10.5,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.0,21.0,3.0,1.0,1.0,1.0,0.0,1.0850000381469729,0.0,0.0,8.0,0.0,0.0,160.0,1.0,0
1.0,28.5,3.039999961853028,1.0,1.0,10.0,1.0,2.539999961853028,0.0,0.0,1.0,1.0,0.0,70.0,0.0,0
0.0,69.16999816894531,9.0,0.0,0.0,13.0,7.0,4.0,1.0,0.0,1.0,1.0,0.0,70.0,6.0,1
0.0,51.83000183105469,3.0,1.0,1.0,13.0,7.0,1.5,1.0,1.0,0.0,1.0,0.0,180.0,4.0,1
0.0,33.16999816894531,3.039999961853028,1.0,1.0,0.0,1.0,2.039999961853028,0.0,0.0,1.0,0.0,0.0,180.0,18027.0,0
0.0,26.25,1.5399999618530271,0.0,0.0,9.0,0.0,0.125,1.0,1.0,0.0,1.0,0.0,100.0,0.0,1
1.0,25.07999992370605,2.539999961853028,1.0,1.0,12.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,370.0,0.0,0
0.0,44.33000183105469,0.5,0.0,0.0,3.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,320.0,0.0,0
0.0,30.32999992370605,0.5,0.0,0.0,1.0,1.0,0.0850000008940696,1.0,1.0,0.0,0.0,2.0,252.0,0.0,1
1.0,20.32999992370605,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,50.0,1465.0,0
1.0,22.5,11.0,1.0,1.0,8.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,268.0,0.0,1
0.0,35.25,16.5,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,80.0,0.0,1
0.0,65.41999816894531,11.0,0.0,0.0,11.0,5.0,20.0,0.0,0.0,7.0,0.0,0.0,22.0,0.0,0
0.0,39.5,1.625,0.0,0.0,0.0,0.0,1.5,1.0,1.0,0.0,1.0,0.0,0.0,316.0,1
0.0,40.91999816894531,2.25,1.0,1.0,10.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,176.0,0.0,1
0.0,23.920000076293945,0.5849999785423279,1.0,1.0,2.0,1.0,0.125,1.0,1.0,0.0,1.0,0.0,240.0,1.0,1
1.0,22.82999992370605,2.289999961853028,0.0,0.0,8.0,1.0,2.289999961853028,0.0,0.0,7.0,0.0,0.0,140.0,2384.0,0
0.0,17.5,22.0,2.0,2.0,13.0,8.0,0.0,1.0,1.0,0.0,0.0,1.0,450.0,100000.0,0
0.0,22.5,11.5,1.0,1.0,6.0,0.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,4000.0,1
0.0,18.32999992370605,1.2100000381469729,1.0,1.0,11.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,100.0,0.0,1
1.0,33.91999816894531,1.5850000381469729,1.0,1.0,13.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,320.0,0.0,1
0.0,21.32999992370605,7.5,0.0,0.0,12.0,0.0,1.4149999618530271,0.0,0.0,1.0,1.0,0.0,80.0,9800.0,0
0.0,20.420000076293945,1.8350000381469729,0.0,0.0,0.0,0.0,2.25,0.0,0.0,1.0,1.0,0.0,100.0,150.0,0
1.0,16.079999923706055,0.3350000083446502,0.0,0.0,13.0,7.0,0.0,1.0,0.0,1.0,1.0,0.0,160.0,126.0,1
1.0,22.5,8.460000038146973,1.0,1.0,10.0,0.0,2.4600000381469727,1.0,1.0,0.0,1.0,0.0,164.0,0.0,0
1.0,18.07999992370605,0.375,2.0,2.0,2.0,7.0,10.0,1.0,1.0,0.0,0.0,2.0,300.0,0.0,0
1.0,57.08000183105469,0.3350000083446502,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,252.0,2197.0,1
0.0,21.5,9.75,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,1.0,0.0,140.0,0.0,1
0.0,20.420000076293945,7.0,0.0,0.0,0.0,0.0,1.625,0.0,0.0,3.0,1.0,0.0,200.0,1391.0,0
1.0,20.82999992370605,0.5,1.0,1.0,11.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,260.0,0.0,1
1.0,26.920000076293945,13.5,0.0,0.0,8.0,1.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,5000.0,0
1.0,25.25,12.5,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,180.0,1062.0,1
0.0,22.0,0.7900000214576721,0.0,0.0,9.0,0.0,0.2899999916553497,1.0,0.0,1.0,1.0,0.0,420.0,283.0,1
0.0,20.0,7.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
1.0,46.08000183105469,3.0,0.0,0.0,0.0,0.0,2.375,0.0,0.0,8.0,0.0,0.0,396.0,4159.0,0
1.0,29.5,1.0850000381469729,1.0,1.0,10.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,280.0,13.0,1
